sample,elapsed_ms
10501,32.776385
10502,33.253846
10503,34.005731
10504,33.29523
10505,33.35227
10506,34.6475
10507,36.465654
10508,34.841615
10509,34.645693
10510,31.918577
10511,33.103808
10512,32.740347
10513,33.233346
10514,33.635462
10515,34.107808
10516,33.062193
10517,33.679807
10518,32.801038
10519,32.700884
10520,32.215923
10521,32.982923
10522,31.703846
10523,34.237577
10524,32.9545
10525,32.641846
10526,33.8675
10527,33.494346
10528,32.491346
10529,33.400231
10530,34.608808
10531,35.384116
10532,33.775462
10533,33.902962
10534,37.616539
10535,33.606538
10536,34.614038
10537,33.757307
10538,33.343462
10539,32.0925
10540,34.729423
10541,32.685576
10542,32.936846
10543,33.926884
10544,32.890769
10545,32.426385
10546,32.388269
10547,32.327
10548,32.912269
10549,33.028654
10550,33.390153
10551,33.999423
10552,33.651577
10553,33.590924
10554,33.547962
10555,32.947692
10556,38.763384
10557,34.929385
10558,34.176577
10559,33.593423
10560,33.589154
10561,34.473923
10562,34.628423
10563,32.571769
10564,31.857116
10565,33.125038
10566,32.550462
10567,32.193231
10568,33.767039
10569,33.523116
10570,33.535192
10571,33.605346
10572,33.465847
10573,33.07373
10574,33.802846
10575,31.877693
10576,33.042885
10577,33.626154
10578,33.025385
10579,33.697192
10580,33.560115
10581,34.468654
10582,34.104769
10583,34.718846
10584,38.598577
10585,34.192115
10586,34.594231
10587,33.154538
10588,33.741885
10589,35.521462
10590,42.356231
10591,37.545038
10592,34.583654
10593,33.438846
10594,37.103385
10595,33.985193
10596,33.138269
10597,33.607577
10598,33.811692
10599,33.545115
10600,32.696846
10601,34.293115
10602,34.430654
10603,39.084
10604,39.294539
10605,34.005731
10606,36.814577
10607,36.754962
10608,37.006539
10609,36.947577
10610,33.423847
10611,38.90173
10612,36.992077
10613,34.137193
10614,35.095077
10615,39.8325
10616,40.701
10617,35.920654
10618,33.202384
10619,34.923192
10620,36.327115
10621,34.527615
10622,33.825462
10623,55.338577
10624,34.413423
10625,34.569692
10626,34.499269
10627,36.442577
10628,33.850346
10629,39.342615
10630,36.072384
10631,35.503193
10632,34.574077
10633,33.512231
10634,35.203962
10635,33.435885
10636,32.769116
10637,33.628384
10638,34.797961
10639,34.67373
10640,34.314462
10641,32.959423
10642,38.967577
10643,33.848616
10644,38.395385
10645,32.605269
10646,32.853231
10647,32.028039
10648,32.250461
10649,34.295846
10650,33.118769
10651,32.750616
10652,32.859192
10653,33.472654
10654,33.827192
10655,32.586077
10656,32.607884
10657,33.407808
10658,32.478077
10659,34.3705
10660,34.405038
10661,34.250346
10662,34.300885
10663,34.526577
10664,34.499193
10665,34.619077
10666,33.890693
10667,33.855115
10668,34.027923
10669,33.663846
10670,35.463308
10671,34.6145
10672,35.436654
10673,32.432038
10674,31.839077
10675,33.977577
10676,33.573846
10677,33.250462
10678,33.507616
10679,33.275346
10680,33.999539
10681,32.499885
10682,32.631077
10683,32.718115
10684,33.296769
10685,32.11927
10686,34.157
10687,32.923961
10688,39.262423
10689,33.804384
10690,33.756962
10691,34.149423
10692,33.041923
10693,35.33473
10694,34.826423
10695,34.596
10696,33.344384
10697,32.735192
10698,34.195731
10699,38.451923
10700,35.563077
10701,38.284116
10702,32.180269
10703,32.866154
10704,32.4145
10705,33.988116
10706,33.813885
10707,32.670385
10708,33.342231
10709,33.047769
10710,34.3165
10711,32.727616
10712,32.562
10713,32.828653
10714,32.058808
10715,38.221654
10716,32.818807
10717,33.727269
10718,33.048385
10719,34.795192
10720,33.874308
10721,34.633885
10722,34.71173
10723,34.262269
10724,33.762423
