page,elapsed_ms,complete
13501,13.926654,false
13502,12.481154,false
13503,12.381847,false
13504,12.338846,false
13505,12.856692,false
13506,13.039,false
13507,13.432654,false
13508,13.934654,false
13509,12.374808,false
13510,14.899269,false
13511,13.852,false
13512,12.724615,false
13513,12.408115,false
13514,12.441038,false
13515,12.403423,false
13516,12.455808,false
13517,12.630654,false
13518,12.891039,false
13519,14.730847,false
13520,13.570846,false
13521,12.609077,false
13522,12.571885,false
13523,12.580884,false
13524,12.057846,false
13525,12.703731,false
13526,16.593308,false
13527,26.382077,false
13528,12.748538,false
13529,13.270115,false
13530,12.762923,false
13531,12.715808,false
13532,12.392423,false
13533,12.764346,false
13534,12.228846,false
13535,12.2655,false
13536,14.603923,false
13537,13.950808,false
13538,12.458462,false
13539,12.6585,false
13540,12.482039,false
13541,12.089231,false
13542,12.745962,false
13543,12.579577,false
13544,14.991039,false
13545,13.875116,false
13546,12.177231,false
13547,12.342923,false
13548,12.114538,false
13549,12.475577,false
13550,12.4315,false
13551,12.091308,false
13552,13.117769,false
13553,13.393654,false
13554,13.407269,false
13555,12.677077,false
13556,13.208,false
13557,13.527577,false
13558,13.397,false
13559,14.145154,false
13560,13.583154,false
13561,13.388385,false
13562,13.517923,false
13563,13.814346,false
13564,13.582461,false
13565,13.486423,false
13566,13.066346,false
13567,12.808538,false
13568,13.174731,false
13569,13.126462,false
13570,13.358654,false
13571,13.071231,false
13572,12.925192,false
13573,13.085192,false
13574,12.840462,false
13575,12.923539,false
13576,12.859961,false
13577,17.556615,false
13578,12.902807,false
13579,12.739962,false
13580,13.669423,false
13581,15.560962,false
13582,14.973731,false
13583,14.825731,false
13584,14.874923,false
13585,15.382577,false
13586,15.643076,false
13587,12.400231,false
13588,12.468154,false
13589,12.297692,false
13590,12.485384,false
13591,12.924384,false
13592,13.997885,false
13593,26.818692,false
13594,13.938846,false
13595,14.626115,false
13596,14.105654,false
13597,12.300231,false
13598,12.162231,false
13599,12.458923,false
13600,12.118462,false
13601,12.325346,false
13602,12.132577,false
13603,12.463539,false
13604,12.928,false
13605,12.888384,false
13606,12.461115,false
13607,12.82427,false
13608,12.374884,false
13609,12.589885,false
13610,12.034962,false
13611,12.956961,false
13612,13.280577,false
13613,13.162346,false
13614,12.383885,false
13615,12.783231,false
13616,13.665769,false
13617,13.41623,false
13618,14.020961,false
13619,13.901077,false
13620,13.975538,false
13621,13.162462,false
13622,13.360539,false
13623,12.219,false
13624,12.219461,false
13625,14.675115,false
13626,14.018731,false
13627,12.823,false
13628,12.469231,false
13629,12.570384,false
13630,12.418615,false
13631,13.291307,false
13632,13.299769,false
13633,13.805616,false
13634,13.414962,false
13635,13.617961,false
13636,13.160192,false
13637,12.205385,false
13638,12.225346,false
13639,12.212308,false
13640,12.124385,false
13641,11.957577,false
13642,12.517231,false
13643,12.264462,false
13644,12.153577,false
13645,12.306616,false
13646,12.327116,false
13647,12.625731,false
13648,12.690462,false
13649,12.370077,false
13650,12.490154,false
13651,12.505423,false
13652,12.563461,false
13653,12.843769,false
13654,12.294423,false
13655,12.894,false
13656,14.604962,false
13657,14.208808,false
13658,14.430615,false
13659,26.473577,false
13660,13.42077,false
13661,12.738385,false
13662,12.492847,false
13663,12.131885,false
13664,17.561692,false
13665,12.623462,false
13666,12.672424,false
13667,12.942577,false
13668,12.480884,false
13669,12.199193,false
13670,12.503,false
13671,12.604077,false
13672,12.390384,false
13673,13.027731,false
13674,27.524423,false
13675,15.674615,false
13676,14.095154,false
13677,14.809308,false
13678,13.535461,false
13679,12.353616,false
13680,13.323077,false
13681,12.552192,false
13682,12.464461,false
13683,12.664423,false
13684,12.975077,false
13685,12.610885,false
13686,15.519769,false
13687,15.078539,false
13688,12.4995,false
13689,12.841269,false
13690,14.386384,false
13691,12.676885,false
13692,16.337192,false
13693,14.546692,false
13694,12.82123,false
13695,13.271154,false
13696,13.141539,false
13697,16.099615,false
13698,13.578461,false
13699,12.937923,false
13700,12.896423,false
13701,12.858192,false
13702,12.706,false
13703,13.135193,false
13704,13.009731,false
13705,13.120731,false
13706,12.664615,false
13707,16.3785,false
13708,12.237615,false
13709,13.231885,false
13710,13.8945,false
13711,12.401884,false
13712,13.576615,false
13713,14.100269,false
13714,12.070577,false
13715,13.019116,false
13716,12.529692,false
13717,12.889846,false
13718,14.509539,false
13719,13.998539,false
13720,14.757077,false
13721,14.136462,false
13722,13.118077,false
13723,16.321846,false
13724,13.970577,false
13725,12.256,false
13726,12.838153,false
13727,25.849615,false
13728,14.150846,false
13729,13.564731,false
13730,12.412154,false
13731,12.774,false
13732,12.667884,false
13733,12.832615,false
13734,12.352077,false
13735,12.899423,false
13736,12.262,false
13737,13.2315,false
13738,12.150731,false
13739,12.820154,false
13740,12.401539,false
13741,13.257846,false
13742,13.194384,false
13743,15.799731,false
13744,14.969692,false
13745,13.520808,false
13746,13.847269,false
13747,15.474693,false
13748,12.894923,false
13749,13.025654,false
13750,14.22227,false
13751,12.111693,false
13752,12.897654,false
13753,12.477115,false
13754,13.040193,false
13755,12.593961,false
13756,13.119923,false
13757,12.409231,false
13758,13.8625,false
13759,13.688615,false
13760,12.455269,false
13761,12.875846,false
13762,12.318,false
13763,12.683346,false
13764,12.4425,false
13765,13.031269,false
13766,12.406231,false
13767,13.308846,false
13768,12.351846,false
13769,12.871692,false
13770,12.303808,false
13771,12.925,false
13772,12.788692,false
13773,12.83027,false
13774,14.919961,false
13775,14.109923,false
13776,12.872,false
13777,12.864962,false
13778,12.4605,false
13779,13.770231,false
13780,12.660308,false
13781,13.011077,false
13782,12.623308,false
13783,12.75227,false
13784,12.330616,false
13785,13.216115,false
13786,12.582269,false
13787,13.264616,false
13788,12.169731,false
13789,13.072462,false
13790,12.569423,false
13791,12.585923,false
13792,12.409385,false
13793,30.440308,false
13794,14.702577,false
13795,16.342693,false
13796,12.499153,false
13797,14.057769,false
13798,12.629616,false
13799,12.860808,false
13800,12.414539,false
13801,12.575231,false
13802,12.388077,false
13803,16.405846,false
13804,14.770231,false
13805,14.356193,false
13806,12.791923,false
13807,13.747077,false
13808,18.021846,false
13809,12.494346,false
13810,12.646808,false
13811,12.813039,false
13812,12.942,false
13813,12.535884,false
13814,13.179692,false
13815,12.508577,false
13816,12.7325,false
13817,12.543692,false
13818,12.9415,false
13819,12.229692,false
13820,13.444461,false
13821,14.132,false
13822,12.589654,false
13823,12.771423,false
13824,12.702116,false
13825,12.462808,false
13826,12.171423,false
13827,12.850538,false
13828,12.727961,false
13829,12.802193,false
13830,12.038154,false
13831,12.717077,false
13832,12.168693,false
13833,13.158961,false
13834,12.354576,false
13835,12.546885,false
13836,12.003,false
13837,13.181423,false
13838,12.383116,false
13839,12.994847,false
13840,12.170346,false
13841,12.842884,false
13842,12.277885,false
13843,12.562539,false
13844,12.224192,false
13845,13.416269,false
13846,18.375231,false
13847,13.918307,false
13848,13.282769,false
13849,14.843346,false
13850,16.111154,false
13851,12.6385,false
13852,12.649308,false
13853,12.290847,false
13854,13.554153,false
13855,17.356115,false
13856,12.946154,false
13857,12.72623,false
13858,12.508885,false
13859,27.673923,false
13860,13.406654,false
13861,13.4575,false
13862,12.57873,false
13863,12.161,false
13864,13.052615,false
13865,12.702346,false
13866,12.671,false
13867,12.506615,false
13868,12.538923,false
13869,12.726077,false
13870,13.296154,false
13871,12.434539,false
13872,12.595423,false
13873,12.299,false
13874,13.007884,false
13875,12.226461,false
13876,12.770308,false
13877,12.250308,false
13878,12.943384,false
13879,11.936385,false
13880,12.964615,false
13881,12.116577,false
13882,13.128347,false
13883,12.274077,false
13884,12.485192,false
13885,12.316038,false
13886,12.499692,false
