page,elapsed_ms,complete
1501,8.469307,false
1502,9.007231,false
1503,8.388154,false
1504,8.65677,false
1505,8.457538,false
1506,12.011308,false
1507,10.610192,false
1508,8.763961,false
1509,9.481384,false
1510,8.538692,false
1511,8.442538,false
1512,8.488231,false
1513,8.517731,false
1514,7.888423,false
1515,8.386154,false
1516,8.559269,false
1517,8.136269,false
1518,8.073231,false
1519,6.520193,false
1520,6.477769,false
1521,6.888577,false
1522,8.034384,false
1523,7.939885,false
1524,7.740807,false
1525,16.878462,false
1526,6.581193,false
1527,6.577461,false
1528,6.690693,false
1529,6.609693,false
1530,7.058347,false
1531,18.093923,false
1532,6.79423,false
1533,13.062577,false
1534,6.862769,false
1535,6.180884,false
1536,6.451693,false
1537,6.988,false
1538,7.542577,false
1539,6.364231,false
1540,6.061384,false
1541,6.821846,false
1542,6.605577,false
1543,6.628077,false
1544,7.469884,false
1545,6.734615,false
1546,6.207192,false
1547,6.427923,false
1548,6.451423,false
1549,5.996384,false
1550,6.179846,false
1551,6.283384,false
1552,6.223653,false
1553,6.338269,false
1554,6.214538,false
1555,6.170654,false
1556,6.136539,false
1557,6.194462,false
1558,6.279,false
1559,6.164576,false
1560,6.340616,false
1561,6.262077,false
1562,6.2465,false
1563,6.203615,false
1564,6.324154,false
1565,6.398154,false
1566,6.157846,false
1567,6.293423,false
1568,6.629039,false
1569,5.60173,false
1570,5.572961,false
1571,5.385346,false
1572,5.351192,false
1573,5.540769,false
1574,5.605115,false
1575,5.343846,false
1576,5.584923,false
1577,5.275,false
1578,5.441769,false
1579,5.304577,false
1580,5.853231,false
1581,5.594193,false
1582,5.813077,false
1583,5.638692,false
1584,5.291154,false
1585,5.419039,false
1586,5.868384,false
1587,5.475731,false
1588,5.387039,false
1589,5.405308,false
1590,5.417038,false
1591,5.78373,false
1592,5.411385,false
1593,5.554423,false
1594,5.502269,false
1595,5.527076,false
1596,5.353654,false
1597,14.287654,false
1598,6.002077,false
1599,5.418846,false
1600,5.627692,true
